"","X","Survey","Year","Quarter","Ship","Gear","HaulNo","HaulDur","ShootLat","ShootLong","DateTime","Depth","Area","SubArea","DayNight","AphiaID","Species","Sex","LngtClass","CPUE_number_per_hour","DateofCalculation","LngtClass_cm","WeightConv","Weight","Total_wgt","ID"
"1",219,"NS-IBTS",1977,1,"JOH","GOV",16,30,57.75,5.5833,"10/02/1977 07:10:00",115,7,"44F5","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,1
"2",220,"NS-IBTS",1977,1,"JOH","GOV",17,30,54.9167,7.8333,"14/02/1977 12:13:00",17,6,"38F7","D",127203,"Myoxocephalus scorpius",-9,130,2,20190405,13,"0.0115*(L)^3.11",33.5013004704992,67.0026009409985,2
"3",221,"NS-IBTS",1977,1,"JOH","GOV",18,30,54.75,7.5833,"14/02/1977 14:25:00",18,6,"38F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,3
"4",222,"NS-IBTS",1977,1,"JOH","GOV",19,30,54.6667,7.75,"14/02/1977 16:43:00",16,6,"38F7","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,4
"5",223,"NS-IBTS",1977,1,"JOH","GOV",20,30,54.4167,7.8333,"15/02/1977 07:33:00",20,6,"37F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,5
"6",224,"NS-IBTS",1977,1,"JOH","GOV",21,30,54.3333,7.4667,"15/02/1977 09:57:00",28,6,"37F7","D",127203,"Myoxocephalus scorpius",-9,260,2,20190405,26,"0.0115*(L)^3.11",289.244395419055,578.488790838109,6
"7",225,"NS-IBTS",1977,1,"JOH","GOV",22,30,54.3,7.15,"15/02/1977 12:05:00",37,6,"37F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,7
"8",226,"NS-IBTS",1977,1,"JOH","GOV",23,26,54.3167,6.8667,"15/02/1977 13:57:00",34,6,"37F6","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,8
"9",227,"NS-IBTS",1977,1,"JOH","GOV",24,30,54.55,6.5333,"15/02/1977 16:30:00",36,6,"38F6","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,9
"10",228,"NS-IBTS",1977,1,"JOH","GOV",25,30,55.1667,3.6667,"16/02/1977 07:20:00",37,6,"39F3","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,10
"11",229,"NS-IBTS",1977,1,"JOH","GOV",26,30,55.1,2.8333,"16/02/1977 12:20:00",23,2,"39F2","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,11
"12",230,"NS-IBTS",1977,1,"JOH","GOV",27,30,55.25,2.5333,"16/02/1977 13:28:00",34,2,"39F2","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,12
"13",231,"NS-IBTS",1977,1,"JOH","GOV",28,30,55.3333,2.1667,"16/02/1977 15:17:00",38,2,"39F2","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,13
"14",232,"NS-IBTS",1977,1,"JOH","GOV",29,30,55.2667,1.4333,"17/02/1977 07:20:00",56,2,"39F1","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,14
"15",233,"NS-IBTS",1977,1,"JOH","GOV",30,30,55.3,0.5,"17/02/1977 13:15:00",83,4,"39F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,15
"16",234,"NS-IBTS",1977,1,"JOH","GOV",31,30,55.6,0.4,"17/02/1977 16:05:00",79,2,"40F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,16
"17",235,"NS-IBTS",1977,1,"JOH","GOV",32,30,55.65,1.6,"18/02/1977 06:55:00",73,2,"40F1","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,17
"18",236,"NS-IBTS",1977,1,"JOH","GOV",33,30,55.7,2.5667,"18/02/1977 11:47:00",77,2,"40F2","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,18
"19",237,"NS-IBTS",1977,1,"JOH","GOV",34,30,55.6333,3.35,"18/02/1977 15:47:00",43,2,"40F3","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,19
"20",238,"NS-IBTS",1977,1,"JOH","GOV",35,30,57.1833,7.2667,"20/02/1977 06:35:00",64,7,"43F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,20
"21",239,"NS-IBTS",1977,1,"JOH","GOV",36,30,57.1333,6.4333,"20/02/1977 09:25:00",63,7,"43F6","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,21
"22",240,"NS-IBTS",1977,1,"JOH","GOV",37,30,57.25,5.7333,"20/02/1977 12:55:00",66,7,"43F5","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,22
"23",241,"NS-IBTS",1977,1,"JOH","GOV",38,30,57.3333,4.8667,"20/02/1977 16:49:00",66,2,"43F4","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,23
"24",242,"NS-IBTS",1977,1,"JOH","GOV",39,30,57.8667,4.55,"21/02/1977 05:30:00",98,2,"44F4","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,24
"25",243,"NS-IBTS",1977,1,"JOH","GOV",40,30,58.1333,4.2667,"21/02/1977 08:23:00",139,1,"45F4","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,25
"26",244,"NS-IBTS",1977,1,"JOH","GOV",41,30,58.3667,3.5833,"21/02/1977 12:20:00",118,1,"45F3","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,26
"27",245,"NS-IBTS",1977,1,"JOH","GOV",42,30,58.5833,3.45,"21/02/1977 14:35:00",115,1,"46F3","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,27
"28",246,"NS-IBTS",1977,1,"JOH","GOV",43,30,58.6667,2.8333,"21/02/1977 17:35:00",114,1,"46F2","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,28
"29",247,"NS-IBTS",1977,1,"JOH","GOV",44,30,58.3333,2.3167,"22/02/1977 05:20:00",80,1,"45F2","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,29
"30",248,"NS-IBTS",1977,1,"JOH","GOV",45,30,58.3333,1.6,"22/02/1977 08:10:00",109,1,"45F1","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,30
"31",249,"NS-IBTS",1977,1,"JOH","GOV",46,30,58.45,0.8167,"22/02/1977 11:25:00",142,1,"45F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,31
"32",250,"NS-IBTS",1977,1,"JOH","GOV",47,30,58.6167,0.7667,"22/02/1977 13:32:00",146,1,"46F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,32
"33",251,"NS-IBTS",1977,1,"JOH","GOV",48,30,58.7833,1.2167,"22/02/1977 16:25:00",107,1,"46F1","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,33
"34",252,"NS-IBTS",1977,1,"JOH","GOV",49,30,59.6167,-0.3333,"26/02/1977 05:25:00",133,1,"48E9","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,34
"35",253,"NS-IBTS",1977,1,"JOH","GOV",50,30,59.2667,-0.4333,"26/02/1977 09:45:00",139,1,"47E9","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,35
"36",254,"NS-IBTS",1977,1,"JOH","GOV",51,30,59.2333,-1.3333,"26/02/1977 12:40:00",109,1,"47E8","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,36
"37",255,"NS-IBTS",1977,1,"JOH","GOV",52,30,59.0667,-2.0333,"26/02/1977 16:22:00",72,3,"47E7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,37
"38",256,"NS-IBTS",1977,1,"JOH","GOV",53,30,59.4167,-3.8333,"27/02/1977 05:20:00",144,3,"47E6","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,38
"39",257,"NS-IBTS",1977,1,"JOH","GOV",55,15,59.7667,-2.6667,"27/02/1977 14:35:00",83,1,"48E7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,39
"40",258,"NS-IBTS",1977,1,"JOH","GOV",56,25,59.7667,-1.9167,"27/02/1977 17:35:00",108,1,"48E8","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,40
"41",259,"NS-IBTS",1977,1,"JOH","GOV",57,30,60.2833,0.35,"01/03/1977 14:52:00",143,1,"49F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,41
"42",260,"NS-IBTS",1977,1,"JOH","GOV",58,30,60.3667,1.25,"01/03/1977 18:40:00",140,1,"49F1","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,42
"43",261,"NS-IBTS",1977,1,"JOH","GOV",59,30,60.6667,1.1,"02/03/1977 05:25:00",140,1,"50F1","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,43
"44",262,"NS-IBTS",1977,1,"JOH","GOV",60,30,60.75,0.7333,"03/03/1977 08:00:00",152,1,"50F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,44
"45",263,"NS-IBTS",1977,1,"JOH","GOV",61,30,61.2333,0.8333,"03/03/1977 12:43:00",163,1,"51F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,45
"46",264,"NS-IBTS",1977,1,"JOH","GOV",62,30,61.3667,1.2833,"03/03/1977 16:37:00",167,1,"51F1","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,46
"47",265,"NS-IBTS",1977,1,"JOH","GOV",63,30,61.2333,2.1333,"03/03/1977 21:55:00",142,1,"51F2","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,47
"48",450,"NS-IBTS",1978,1,"CIR","GOV",1,30,53.75,2.5,"28/02/1978 16:55:00",26,5,"36F2","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,48
"49",451,"NS-IBTS",1978,1,"CIR","GOV",4,30,53.8667,3.65,"01/03/1978 10:24:00",33,6,"36F3","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,49
"50",452,"NS-IBTS",1978,1,"CIR","GOV",5,30,53.85,3.75,"01/03/1978 11:42:00",36,6,"36F3","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,50
"51",453,"NS-IBTS",1978,1,"CIR","GOV",6,30,53.8,3.8333,"01/03/1978 13:11:00",40,6,"36F3","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,51
"52",454,"NS-IBTS",1978,1,"CIR","GOV",7,30,53.7667,3.85,"01/03/1978 14:20:00",41,6,"36F3","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,52
"53",455,"NS-IBTS",1978,1,"CIR","GOV",8,30,53.7333,3.7667,"01/03/1978 15:36:00",39,6,"36F3","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,53
"54",456,"NS-IBTS",1978,1,"CIR","GOV",9,30,53.7,3.6667,"01/03/1978 16:49:00",39,6,"36F3","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,54
"55",457,"NS-IBTS",1978,1,"CIR","GOV",10,30,53.35,3.6667,"01/03/1978 21:27:00",28,6,"35F3","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,55
"56",458,"NS-IBTS",1978,1,"CIR","GOV",11,30,54.2833,6.1667,"02/03/1978 08:14:00",41,6,"37F6","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,56
"57",459,"NS-IBTS",1978,1,"CIR","GOV",12,30,54.2333,7.45,"02/03/1978 12:52:00",45,6,"37F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,57
"58",460,"NS-IBTS",1978,1,"CIR","GOV",13,30,54.3167,7.4167,"02/03/1978 14:01:00",46,6,"37F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,58
"59",461,"NS-IBTS",1978,1,"CIR","GOV",14,30,54.3167,7.3,"02/03/1978 15:14:00",45,6,"37F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,59
"60",462,"NS-IBTS",1978,1,"CIR","GOV",15,30,54.55,7.1667,"03/03/1978 08:14:00",41,6,"38F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,60
"61",463,"NS-IBTS",1978,1,"CIR","GOV",16,30,54.75,7.7333,"03/03/1978 11:18:00",21,6,"38F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,61
"62",464,"NS-IBTS",1978,1,"CIR","GOV",17,30,54.8667,7.7833,"03/03/1978 13:55:00",26,6,"38F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,62
"63",465,"NS-IBTS",1978,1,"CIR","GOV",18,30,54.75,6.9167,"03/03/1978 16:19:00",41,6,"38F6","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,63
"64",466,"NS-IBTS",1978,1,"CIR","GOV",19,30,56.15,7.2333,"04/03/1978 08:09:00",26,7,"41F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,64
"65",467,"NS-IBTS",1978,1,"CIR","GOV",20,31,56.1333,7.3167,"04/03/1978 09:12:00",27,7,"41F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,65
"66",468,"NS-IBTS",1978,1,"CIR","GOV",21,30,56.1667,7.3833,"04/03/1978 10:20:00",27,7,"41F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,66
"67",469,"NS-IBTS",1978,1,"CIR","GOV",22,30,56.2333,7.4333,"04/03/1978 11:30:00",28,7,"41F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,67
"68",470,"NS-IBTS",1978,1,"CIR","GOV",23,30,56.2833,7.5,"04/03/1978 12:56:00",36,7,"41F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,68
"69",471,"NS-IBTS",1978,1,"CIR","GOV",24,30,56.3333,7.4833,"04/03/1978 14:02:00",34,7,"41F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,69
"70",472,"NS-IBTS",1978,1,"CIR","GOV",25,30,56.1833,6.4667,"04/03/1978 21:08:00",41,7,"41F6","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,70
"71",473,"NS-IBTS",1978,1,"CIR","GOV",26,30,56.3167,5.3,"05/03/1978 08:10:00",52,7,"41F5","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,71
"72",474,"NS-IBTS",1978,1,"CIR","GOV",27,31,56.3333,4.3167,"05/03/1978 12:17:00",73,2,"41F4","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,72
"73",475,"NS-IBTS",1978,1,"CIR","GOV",28,30,56.5333,4.5,"05/03/1978 14:34:00",65,2,"42F4","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,73
"74",476,"NS-IBTS",1978,1,"CIR","GOV",29,30,56.5333,5.1,"05/03/1978 16:56:00",61,7,"42F5","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,74
"75",477,"NS-IBTS",1978,1,"CIR","GOV",30,30,56.6167,6.85,"06/03/1978 08:12:00",42,7,"42F6","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,75
"76",478,"NS-IBTS",1978,1,"CIR","GOV",31,30,56.6333,6.8,"06/03/1978 09:24:00",36,7,"42F6","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,76
"77",479,"NS-IBTS",1978,1,"CIR","GOV",32,30,56.6167,6.9167,"06/03/1978 10:35:00",36,7,"42F6","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,77
"78",480,"NS-IBTS",1978,1,"CIR","GOV",34,30,57.0833,6.8833,"06/03/1978 17:11:00",57,7,"43F6","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,78
"79",481,"NS-IBTS",1978,1,"CIR","GOV",35,30,56.6167,7.8167,"07/03/1978 08:13:00",23,7,"42F7","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,79
"80",482,"NS-IBTS",1978,1,"CIR","GOV",36,30,57.4333,8.5167,"07/03/1978 13:43:00",47,8,"43F8","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,80
"81",483,"NS-IBTS",1978,1,"CIR","GOV",37,30,57.4833,8.5667,"07/03/1978 14:46:00",61,8,"43F8","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,81
"82",484,"NS-IBTS",1978,1,"CIR","GOV",38,31,57.5167,8.6,"07/03/1978 15:56:00",65,8,"44F8","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,82
"83",485,"NS-IBTS",1978,1,"CIR","GOV",40,30,57.4667,7.7667,"07/03/1978 21:36:00",156,7,"43F7","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,83
"84",486,"NS-IBTS",1978,1,"CIR","GOV",41,30,56.6,1.4833,"09/03/1978 08:33:00",90,2,"42F1","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,84
"85",487,"NS-IBTS",1978,1,"CIR","GOV",42,30,56.3833,1.6167,"09/03/1978 11:06:00",92,2,"41F1","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,85
"86",488,"NS-IBTS",1978,1,"CIR","GOV",43,30,56.3833,0.8333,"09/03/1978 14:14:00",91,2,"41F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,86
"87",489,"NS-IBTS",1978,1,"CIR","GOV",44,30,56.8333,0.3833,"09/03/1978 17:44:00",83,2,"42F0","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,87
"88",490,"NS-IBTS",1978,1,"CIR","GOV",45,30,55.7833,1.8,"10/03/1978 08:13:00",82,2,"40F1","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,88
"89",491,"NS-IBTS",1978,1,"CIR","GOV",46,31,55.8333,0.85,"10/03/1978 11:55:00",72,2,"40F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,89
"90",492,"NS-IBTS",1978,1,"CIR","GOV",47,30,55.3167,0.6,"10/03/1978 15:16:00",73,4,"39F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,90
"91",493,"NS-IBTS",1978,1,"CIR","GOV",48,30,55.4167,1.3167,"10/03/1978 18:15:00",84,2,"39F1","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,91
"92",494,"NS-IBTS",1978,1,"CIR","GOV",49,30,55.9167,-0.4833,"11/03/1978 08:14:00",68,4,"40E9","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,92
"93",495,"NS-IBTS",1978,1,"CIR","GOV",50,30,55.8333,-1.5833,"11/03/1978 12:14:00",85,4,"40E8","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,93
"94",496,"NS-IBTS",1978,1,"CIR","GOV",51,31,55.4167,-0.5833,"11/03/1978 16:45:00",75,4,"39E9","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,94
"95",497,"NS-IBTS",1978,1,"CIR","GOV",52,30,54.8667,-0.8667,"12/03/1978 08:13:00",64,4,"38E9","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,95
"96",498,"NS-IBTS",1978,1,"CIR","GOV",53,30,54.85,0.2,"12/03/1978 12:15:00",81,4,"38F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,96
"97",499,"NS-IBTS",1978,1,"CIR","GOV",54,30,54.3333,0.1833,"12/03/1978 16:16:00",65,4,"37F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,97
"98",500,"NS-IBTS",1978,1,"CIR","GOV",55,30,54.8167,1.2167,"13/03/1978 08:11:00",40,4,"38F1","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,98
"99",501,"NS-IBTS",1978,1,"CIR","GOV",56,30,54.1333,1.7667,"13/03/1978 12:43:00",36,4,"37F1","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,99
"100",502,"NS-IBTS",1978,1,"CIR","GOV",57,30,53.9333,1.3333,"13/03/1978 15:35:00",40,5,"36F1","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,100
"101",503,"NS-IBTS",1978,1,"CIR","GOV",58,30,53.9833,0.8,"14/03/1978 08:25:00",48,4,"36F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,101
"102",504,"NS-IBTS",1978,1,"CIR","GOV",59,30,53.3667,1.7833,"15/03/1978 17:06:00",27,5,"35F1","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,102
"103",505,"NS-IBTS",1978,1,"CIR","GOV",60,30,53.4,2.6833,"16/03/1978 08:12:00",28,5,"35F2","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,103
"104",506,"NS-IBTS",1978,1,"CIR","GOV",61,31,54.1833,2.5167,"16/03/1978 14:05:00",49,6,"37F2","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,104
"105",507,"NS-IBTS",1978,1,"CIR","GOV",62,30,54.7833,2.3167,"17/03/1978 08:14:00",20,6,"38F2","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,105
"106",605,"NS-IBTS",1978,1,"JOH","GOV",401,30,60.8667,0.2667,"08/02/1978 09:20:00",133,1,"50F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,106
"107",606,"NS-IBTS",1978,1,"JOH","GOV",402,30,61.2,0.6,"08/02/1978 13:05:00",159,1,"51F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,107
"108",607,"NS-IBTS",1978,1,"JOH","GOV",403,30,61.2667,1.1333,"08/02/1978 16:16:00",156,1,"51F1","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,108
"109",608,"NS-IBTS",1978,1,"JOH","GOV",404,30,60.75,1.3333,"09/02/1978 08:00:00",143,1,"50F1","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,109
"110",609,"NS-IBTS",1978,1,"JOH","GOV",406,30,60.3333,0.6333,"09/02/1978 18:25:00",135,1,"49F0","N",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,110
"111",610,"NS-IBTS",1978,1,"JOH","GOV",407,34,60.3333,2.1833,"11/02/1978 07:33:00",118,1,"49F2","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,111
"112",611,"NS-IBTS",1978,1,"JOH","GOV",408,30,60.65,2.3,"11/02/1978 10:40:00",125,1,"50F2","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,112
"113",612,"NS-IBTS",1978,1,"JOH","GOV",409,30,61.1833,2.3,"11/02/1978 15:07:00",193,1,"51F2","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,113
"114",613,"NS-IBTS",1978,1,"JOH","GOV",410,30,59.75,2.5,"12/02/1978 09:03:00",115,1,"48F2","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,114
"115",614,"NS-IBTS",1978,1,"JOH","GOV",411,30,59.4167,2.1833,"12/02/1978 11:30:00",125,1,"47F2","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,115
"116",615,"NS-IBTS",1978,1,"JOH","GOV",412,30,59.1833,1.6667,"12/02/1978 15:15:00",113,1,"47F1","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,116
"117",616,"NS-IBTS",1978,1,"JOH","GOV",413,30,59.35,0.3833,"13/02/1978 07:36:00",137,1,"47F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,117
"118",617,"NS-IBTS",1978,1,"JOH","GOV",414,30,59.65,0.6667,"13/02/1978 11:37:00",128,1,"48F0","D",127203,"Myoxocephalus scorpius",-9,0,0,20190405,0,"0.0115*(L)^3.11",0,0,118
